type,sku,art,kollektion,masse,farbe,ean
variant_child,RDMilano140x70,-0,-0,-0,-0,4251469405028
variant_child,RDMilano200x140,-0,-0,-0,-0,4251469405042
variant_child,RDMilano240x170,-0,-0,-0,-0,4251469405059
variant_child,RDMilano290x200,-0,-0,-0,-0,4251469405066
variant_child,RDMilano340x240,-0,-0,-0,-0,4251469413245
variant_child,RDMilano300x80,-0,-0,-0,-0,4251469405035
variant_child,SVMilano140x70,-0,-0,-0,-0,4251469405073
variant_child,SVMilano200x140,-0,-0,-0,-0,4251469405097
variant_child,SVMilano240x170,-0,-0,-0,-0,4251469405103
variant_child,SVMilano290x200,-0,-0,-0,-0,4251469405110
variant_child,SVMilano340x240,-0,-0,-0,-0,4251469451384
variant_child,SVMilano300x80,-0,-0,-0,-0,4251469405080
variant_child,GRMilano140x70,-0,-0,-0,-0,4251469405127
variant_child,GRMilano200x140,-0,-0,-0,-0,4251469453180
variant_child,GRMilano240x170,-0,-0,-0,-0,4251469405158
variant_child,GRMilano290x200,-0,-0,-0,-0,4251469405165
variant_child,GRMilano340x240,-0,-0,-0,-0,4251469413221
variant_child,GRMilano300x80,-0,-0,-0,-0,4251469405134
variant_child,BLMilano140x70,-0,-0,-0,-0,4251469405172
variant_child,BLMilano200x140,-0,-0,-0,-0,4251469453197
variant_child,BLMilano240x170,-0,-0,-0,-0,4251469405196
variant_child,BLMilano290x200,-0,-0,-0,-0,4251469413207
variant_child,BLMilano300x80,-0,-0,-0,-0,4251469405189
variant_child,ORMilano140x70,-0,-0,-0,-0,4251469405219
variant_child,ORMilano200x140,-0,-0,-0,-0,4251469405233
variant_child,ORMilano240x170,-0,-0,-0,-0,4251469405240
variant_child,ORMilano290x200,-0,-0,-0,-0,4251469405257
variant_child,ORMilano340x240,-0,-0,-0,-0,4251469413238
variant_child,ORMilano300x80,-0,-0,-0,-0,4251469405226
variant_child,BRMilano140x70,-0,-0,-0,-0,4251469405264
variant_child,BRMilano200x140,-0,-0,-0,-0,4251469405288
variant_child,BRMilano240x170,-0,-0,-0,-0,4251469405295
variant_child,BRMilano290x200,-0,-0,-0,-0,4251469405301
variant_child,BRMilano340x240,-0,-0,-0,-0,4251469413214
variant_child,BRMilano300x80,-0,-0,-0,-0,4251469405271
variant_child,BLManhat140x70,-0,-0,-0,-0,4251469411333
variant_child,BLManhat200x150,-0,-0,-0,-0,4251469411340
variant_child,BLManhat240x170,-0,-0,-0,-0,4251469451391
variant_child,BLManhat290x200,-0,-0,-0,-0,4251469411357
variant_child,BLManhat300x80,-0,-0,-0,-0,4251469411364
variant_child,BRManhat140x70,-0,-0,-0,-0,4251469411371
variant_child,BRManhat200x150,-0,-0,-0,-0,4251469451353
variant_child,BRManhat240x170,-0,-0,-0,-0,4251469451377
variant_child,BRManhat290x200,-0,-0,-0,-0,4251469411388
variant_child,BRManhat340x240,-0,-0,-0,-0,4251469411395
variant_child,BRManhat300x80,-0,-0,-0,-0,4251469411401
variant_child,GRManhat140x70,-0,-0,-0,-0,4251469411418
variant_child,GRManhat200x150,-0,-0,-0,-0,4251469411425
variant_child,GRManhat240x170,-0,-0,-0,-0,4251469411432
variant_child,GRManhat290x200,-0,-0,-0,-0,4251469411449
variant_child,GRManhat300x80,-0,-0,-0,-0,4251469411456
variant_child,GDManhat140x70,-0,-0,-0,-0,4251469411463
variant_child,GDManhat200x150,-0,-0,-0,-0,4251469453203
variant_child,GDManhat240x170,-0,-0,-0,-0,4251469453210
variant_child,GDManhat290x200,-0,-0,-0,-0,4251469453227
variant_child,GDManhat300x80,-0,-0,-0,-0,4251469411470
variant_child,ORLagune140x70,-0,-0,-0,-0,4251469410978
variant_child,ORLagune180x120,-0,-0,-0,-0,4251469410985
variant_child,ORLagune240x170,-0,-0,-0,-0,4251469410992
variant_child,ORLagune300x200,-0,-0,-0,-0,4251469411005
variant_child,RDLagune140x70,-0,-0,-0,-0,4251469411012
variant_child,RDLagune180x120,-0,-0,-0,-0,4251469411029
variant_child,RDLagune240x170,-0,-0,-0,-0,4251469411036
variant_child,RDLagune300x200,-0,-0,-0,-0,4251469411043
variant_child,BLLagune140x70,-0,-0,-0,-0,4251469411050
variant_child,BLLagune180x120,-0,-0,-0,-0,4251469411067
variant_child,BLLagune240x170,-0,-0,-0,-0,4251469411074
variant_child,BLLagune300x200,-0,-0,-0,-0,4251469411081
variant_child,SVLagune140x70,-0,-0,-0,-0,4251469411098
variant_child,SVLagune180x120,-0,-0,-0,-0,4251469411104
